wilayah,provinsi,tahun,pdrb_perkapita,kemiskinan,pengangguran,ipm,harapan_hidup,rata_lama_sekolah,akses_internet,jalan_baik,air_bersih,catatan_data
Kabupaten/Kota_1455,Jawa Tengah,2022,39810131.0,15.77,13.78,72.19,66.95,5.93,33.01,73.42,70.38,Normal
Kabupaten/Kota_1456,Papua,2021,98803674.0,5.32,7.32,80.91,76.84,12.2,92.4,84.11,63.71,Normal
Kabupaten/Kota_1457,DKI Jakarta,2022,26490225.0,20.72,5.66,83.5,67.47,13.63,60.13,35.36,90.93,Normal
Kabupaten/Kota_1458,Sulawesi Selatan,2022,231790607.0,19.6,14.83,70.86,68.9,11.41,66.17,45.78,72.57,Normal
Kabupaten/Kota_1459,Jawa Tengah,2023,77889971.0,13.96,5.56,57.92,72.44,12.35,96.78,50.59,57.3,Normal
Kabupaten/Kota_1460,Sumatera Barat,2024,25304779.0,7.95,2.5,66.68,72.43,12.77,95.08,49.02,45.13,Normal
Kabupaten/Kota_1461,Banten,2024,175523850.0,21.97,1.52,79.2,68.09,10.79,29.7,81.2,91.85,Normal
Kabupaten/Kota_1462,Jawa Timur,2020,123593639.0,14.82,12.27,79.88,71.48,11.98,31.43,31.35,66.43,Normal
Kabupaten/Kota_1463,Kalimantan Timur,2024,34341521.0,7.76,2.84,59.61,70.91,8.77,83.87,76.7,94.15,Normal
Kabupaten/Kota_1464,Papua,2023,22212461.0,13.91,6.39,76.07,62.45,13.82,29.66,93.89,72.37,Normal
Kabupaten/Kota_1465,Sumatera Barat,2024,67608085.0,5.32,5.58,62.11,69.91,7.59,55.94,46.53,90.7,Normal
Kabupaten/Kota_1466,Papua,2024,119589650.0,20.56,14.96,81.81,71.72,6.41,71.52,41.72,47.8,Normal
Kabupaten/Kota_1467,Sumatera Utara,2022,232179673.0,7.81,33.19,72.8,65.55,12.79,87.41,30.49,70.78,Outlier
Kabupaten/Kota_1468,Jawa Tengah,2024,214735294.0,21.94,8.65,69.53,73.94,7.01,91.4,94.26,44.63,Normal
Kabupaten/Kota_1469,Sumatera Barat,2023,115123631.0,23.01,5.48,57.6,67.27,9.28,42.8,75.9,75.62,Normal
Kabupaten/Kota_1470,DKI Jakarta,2024,141979219.0,14.61,11.05,74.73,63.55,11.61,78.66,54.73,89.18,Normal
Kabupaten/Kota_1471,Sumatera Utara,2024,208319755.0,9.69,13.82,60.76,63.95,11.01,74.69,73.78,40.95,Normal
Kabupaten/Kota_1472,Sumatera Barat,2020,169916063.0,6.21,14.99,78.69,62.77,12.72,40.58,64.84,61.64,Normal
Kabupaten/Kota_1473,Jawa Tengah,2021,61968314.0,18.72,12.23,59.74,70.64,13.73,31.32,59.34,88.85,Normal
Kabupaten/Kota_1474,Sumatera Utara,2023,126731670.0,19.44,10.29,58.24,75.95,6.71,66.94,51.25,68.98,Normal
Kabupaten/Kota_1475,Jawa Timur,2023,137653159.0,20.4,1.63,81.73,64.91,12.03,55.86,37.97,80.84,Normal
Kabupaten/Kota_1476,Sulawesi Selatan,2024,234087167.0,17.23,3.52,61.64,75.35,13.52,46.57,51.61,70.67,Normal
Kabupaten/Kota_1477,Banten,2023,79421048.0,21.18,4.3,56.25,60.5,12.83,32.43,45.26,77.86,Normal
Kabupaten/Kota_1478,Jawa Barat,2024,195157892.0,25.0,10.35,67.79,77.58,7.04,22.22,87.7,53.82,Normal
Kabupaten/Kota_1479,Sumatera Barat,2024,119607187.0,9.66,8.06,77.44,69.18,7.83,52.64,30.74,66.27,Normal
Kabupaten/Kota_1480,Sulawesi Selatan,2024,105367673.0,24.5,9.1,65.95,60.63,9.01,23.66,81.09,56.63,Normal
Kabupaten/Kota_1481,Jawa Timur,2022,145227951.0,19.63,10.18,65.66,63.85,10.37,30.42,75.95,59.91,Normal
Kabupaten/Kota_1482,Jawa Tengah,2024,111115346.0,3.36,1.6,58.98,71.54,8.7,47.18,45.23,71.06,Normal
Kabupaten/Kota_1483,Jawa Barat,2021,93363945.0,3.03,4.28,57.01,65.45,12.89,66.01,35.17,80.3,Normal
Kabupaten/Kota_1484,DKI Jakarta,2020,217443296.0,22.64,1.99,82.13,69.41,7.29,62.11,66.48,95.16,Normal
Kabupaten/Kota_1485,Jawa Timur,2020,62734714.0,20.53,3.78,77.88,69.85,12.19,83.42,98.97,99.25,Normal
Kabupaten/Kota_1486,Sumatera Barat,2021,229275671.0,16.25,6.48,66.94,62.56,9.67,82.97,77.09,81.0,Normal
Kabupaten/Kota_1487,Jawa Tengah,2022,152060782.0,19.41,4.48,61.16,66.61,5.1,82.11,75.35,60.5,Normal
Kabupaten/Kota_1488,Jawa Timur,2023,171742220.0,23.72,9.79,69.38,61.63,12.96,53.57,71.56,50.92,Normal
Kabupaten/Kota_1489,Jawa Barat,2023,192035104.0,17.78,1.65,82.91,72.69,13.77,50.25,88.81,93.29,Normal
Kabupaten/Kota_1490,Banten,2022,103865588.0,19.69,9.54,72.47,69.2,11.77,25.1,86.74,85.88,Normal
Kabupaten/Kota_1491,DKI Jakarta,2020,195840060.0,5.03,8.44,76.84,74.18,7.21,92.37,71.11,97.16,Normal
Kabupaten/Kota_1492,Sumatera Utara,2024,198650457.0,22.05,,84.17,66.45,10.52,69.46,98.3,48.87,Missing Value
Kabupaten/Kota_1493,Jawa Tengah,2021,,24.14,12.81,76.45,70.29,7.57,34.52,60.59,87.27,Missing Value
Kabupaten/Kota_1494,Papua,2021,26308113.0,9.73,2.45,83.33,62.34,13.69,54.5,93.09,54.8,Normal
Kabupaten/Kota_1495,Kalimantan Timur,2021,232569558.0,17.8,13.48,82.25,72.7,8.24,71.09,87.99,70.43,Normal
Kabupaten/Kota_1496,Jawa Barat,2022,243039753.0,7.47,2.14,59.92,66.28,6.04,,67.99,72.52,Missing Value
Kabupaten/Kota_1497,Jawa Tengah,2023,15098038.0,23.53,12.7,71.81,61.53,5.74,42.46,45.94,43.22,Normal
Kabupaten/Kota_1498,Kalimantan Timur,2024,90137464.0,5.31,9.42,76.81,76.94,10.49,42.17,98.02,79.76,Normal
Kabupaten/Kota_1499,Jawa Timur,2023,103646560.0,5.85,7.22,70.6,71.7,12.38,71.5,41.08,57.29,Normal
Kabupaten/Kota_1500,Sumatera Barat,2023,178205519.0,2.55,8.74,77.04,65.26,7.57,35.26,55.26,68.83,Normal
Kabupaten/Kota_1501,Sumatera Utara,2021,60924460.0,3.85,3.07,66.5,64.22,10.86,83.25,35.87,85.36,Normal
Kabupaten/Kota_1502,Papua,2023,243737832.0,23.11,3.28,59.98,71.99,10.15,75.35,37.23,65.3,Normal
Kabupaten/Kota_1503,Banten,2023,49523820.0,19.1,9.9,77.03,69.87,10.4,90.67,37.91,96.65,Normal
Kabupaten/Kota_1504,Jawa Tengah,2024,240409367.0,6.45,,66.56,62.27,5.11,38.66,34.26,90.09,Missing Value
Kabupaten/Kota_1505,Sumatera Utara,2022,122892306.0,11.63,12.8,59.68,75.57,12.5,43.31,38.24,81.18,Normal
Kabupaten/Kota_1506,Sumatera Barat,2021,234158898.0,2.6,9.88,83.49,65.28,12.04,35.17,,99.02,Missing Value
Kabupaten/Kota_1507,Jawa Tengah,2023,194353474.0,17.39,11.35,83.37,72.96,11.89,25.99,69.33,75.85,Normal
Kabupaten/Kota_1508,Jawa Timur,2021,45733902.0,12.47,11.95,78.78,73.31,13.66,80.45,97.94,66.59,Normal
Kabupaten/Kota_1509,Kalimantan Timur,2020,119394926.0,17.96,4.16,79.13,77.42,6.31,47.98,71.58,65.02,Normal
Kabupaten/Kota_1510,Jawa Barat,2021,30741664.0,8.02,7.31,64.47,66.07,8.73,90.69,78.63,60.37,Normal
Kabupaten/Kota_1511,Kalimantan Timur,2022,116049749.0,16.55,14.45,76.07,68.57,5.89,56.82,42.82,63.64,Normal
Kabupaten/Kota_1512,Sulawesi Selatan,2021,205979548.0,16.69,10.97,78.33,70.62,5.16,55.87,70.91,67.06,Normal
Kabupaten/Kota_1513,Kalimantan Timur,2023,190461200.0,19.94,7.07,72.92,75.37,8.79,91.64,56.0,72.1,Normal
Kabupaten/Kota_1514,Jawa Tengah,2021,233162052.0,4.12,2.44,62.99,77.91,7.47,67.2,47.09,71.94,Normal
Kabupaten/Kota_1515,Jawa Barat,2023,22542988.0,8.39,4.9,74.69,67.85,9.59,46.68,43.14,59.17,Normal
Kabupaten/Kota_1516,Sulawesi Selatan,2024,39485235.0,16.02,4.68,77.18,74.58,11.19,47.98,34.79,47.97,Normal
Kabupaten/Kota_1517,Jawa Tengah,2021,212943628.0,20.7,13.88,66.23,75.11,13.29,94.26,84.4,91.47,Normal
Kabupaten/Kota_1518,Jawa Timur,2024,15333379.0,22.81,7.44,81.88,61.53,9.59,61.85,65.21,59.81,Normal
Kabupaten/Kota_1519,Jawa Tengah,2024,35330119.0,4.35,5.25,70.25,65.68,9.98,34.71,45.09,59.55,Normal
Kabupaten/Kota_1520,Papua,2024,199135047.0,6.4,9.41,68.46,71.13,9.65,34.24,80.19,61.74,Normal
Kabupaten/Kota_1521,Jawa Barat,2023,222851482.0,24.08,3.01,84.82,69.32,13.96,44.62,52.44,64.94,Normal
Kabupaten/Kota_1522,Sulawesi Selatan,2022,108917005.0,12.78,8.52,55.38,64.27,8.35,47.54,72.03,53.7,Normal
Kabupaten/Kota_1523,Jawa Tengah,2021,84575479.0,2.96,5.62,78.18,76.52,8.39,24.67,45.05,91.48,Normal
Kabupaten/Kota_1524,Sulawesi Selatan,2024,18457335.0,8.05,12.09,73.53,61.07,6.41,67.49,34.39,58.29,Normal
Kabupaten/Kota_1525,Kalimantan Timur,2021,67295390.0,23.89,1.6,80.13,72.95,12.97,54.87,86.74,86.52,Normal
Kabupaten/Kota_1526,Jawa Tengah,2022,65551161.0,15.35,12.84,58.44,63.07,13.09,90.31,88.06,95.27,Normal
Kabupaten/Kota_1527,Jawa Tengah,2022,174131419.0,20.3,11.93,71.04,64.83,10.51,47.72,34.59,66.77,Normal
Kabupaten/Kota_1528,Jawa Timur,2021,201243695.0,5.77,,55.2,74.81,11.93,89.31,59.72,72.18,Missing Value
Kabupaten/Kota_1529,Sumatera Barat,2021,52876022.0,11.17,5.95,60.76,71.66,12.39,97.31,52.93,88.78,Normal
Kabupaten/Kota_1530,Jawa Barat,2024,220563101.0,2.44,5.96,84.37,74.81,12.72,82.59,71.02,83.51,Normal
Kabupaten/Kota_1531,Banten,2021,223122297.0,13.45,6.82,79.95,71.54,9.28,48.52,98.89,67.04,Normal
Kabupaten/Kota_1532,Jawa Timur,2020,128521705.0,16.94,13.55,67.39,73.92,6.24,75.29,74.86,65.94,Normal
Kabupaten/Kota_1533,Sumatera Utara,2022,20084634.0,4.49,2.49,67.35,74.65,8.9,46.09,97.01,88.19,Normal
Kabupaten/Kota_1534,Banten,2021,23262641.0,16.93,8.58,83.46,68.02,5.91,32.34,37.62,61.16,Normal
Kabupaten/Kota_1535,Jawa Timur,2021,226156453.0,13.02,14.99,84.51,73.98,6.17,20.91,97.36,81.3,Normal
Kabupaten/Kota_1536,Sumatera Utara,2024,144198948.0,21.55,14.57,82.3,63.98,11.63,39.31,53.81,52.76,Normal
Kabupaten/Kota_1537,Sulawesi Selatan,2022,35789579.0,24.16,13.32,76.11,77.66,9.01,47.94,92.82,58.13,Normal
Kabupaten/Kota_1538,Jawa Tengah,2021,190401543.0,16.69,3.66,67.64,60.51,13.39,33.78,76.36,94.97,Normal
Kabupaten/Kota_1539,Banten,2022,38989100.0,19.59,12.18,60.7,60.22,9.39,58.69,75.84,68.02,Normal
Kabupaten/Kota_1540,DKI Jakarta,2020,246772782.0,8.59,4.38,,65.54,9.74,89.76,73.32,43.15,Missing Value
Kabupaten/Kota_1541,Sumatera Barat,2021,144982029.0,22.52,1.53,66.17,65.24,10.47,26.76,78.82,44.8,Normal
Kabupaten/Kota_1542,Papua,2022,34665376.0,8.09,3.8,79.65,70.92,6.43,90.39,93.58,86.76,Normal
Kabupaten/Kota_1543,Kalimantan Timur,2022,51418607.0,21.84,3.25,60.57,64.79,6.44,83.67,37.76,60.59,Normal
Kabupaten/Kota_1544,Banten,2020,171598917.0,10.93,5.21,59.32,76.41,14.0,97.8,94.75,93.13,Normal
Kabupaten/Kota_1545,Jawa Timur,2021,225136982.0,21.75,7.68,70.66,71.75,9.08,93.38,42.52,90.86,Normal
Kabupaten/Kota_1546,DKI Jakarta,2023,90906385.0,5.9,1.53,,61.58,12.05,34.34,69.39,72.79,Missing Value
Kabupaten/Kota_1547,Jawa Timur,2024,19724697.0,15.82,9.72,84.12,64.64,8.2,25.52,67.6,80.68,Normal
Kabupaten/Kota_1548,DKI Jakarta,2023,244122880.0,13.82,9.65,68.2,75.96,13.82,53.42,94.23,42.73,Normal
Kabupaten/Kota_1549,Papua,2024,195328692.0,13.02,9.4,76.12,64.98,10.15,91.51,91.81,55.87,Normal
Kabupaten/Kota_1550,Papua,2021,62642905.0,6.29,6.13,65.48,72.97,11.86,59.71,38.81,48.87,Normal
Kabupaten/Kota_1551,Sumatera Barat,2022,191956987.0,4.78,6.44,72.64,71.34,11.22,71.27,77.42,53.88,Normal
Kabupaten/Kota_1552,Sumatera Utara,2024,56138912.0,15.07,1.41,76.12,68.73,6.18,91.69,38.34,88.0,Normal
Kabupaten/Kota_1553,Sulawesi Selatan,2023,140556290.0,12.17,6.58,60.41,65.46,9.51,80.84,85.23,80.22,Normal
Kabupaten/Kota_1554,Banten,2020,139803851.0,8.74,8.41,69.78,71.2,11.33,54.53,64.14,62.22,Normal
Kabupaten/Kota_1555,Jawa Barat,2020,132697653.0,11.07,1.29,73.42,69.38,10.72,91.06,71.96,98.3,Normal
Kabupaten/Kota_1556,Jawa Barat,2024,233856533.0,15.19,13.27,60.35,65.39,13.57,59.65,69.17,56.83,Normal
Kabupaten/Kota_1557,Sumatera Utara,2022,151869784.0,20.96,2.49,72.61,67.8,7.69,56.67,51.33,64.11,Normal
Kabupaten/Kota_1558,DKI Jakarta,2020,101409662.0,19.08,7.05,67.4,70.28,6.2,54.37,96.38,56.8,Normal
Kabupaten/Kota_1559,DKI Jakarta,2023,243873564.0,20.42,1.57,67.42,69.71,11.28,57.92,61.94,47.97,Normal
Kabupaten/Kota_1560,Jawa Barat,2022,140172573.0,10.04,14.73,83.3,76.58,12.97,87.37,54.76,43.14,Normal
Kabupaten/Kota_1561,Jawa Timur,2020,141859258.0,17.42,11.49,72.52,77.95,6.58,81.62,68.09,54.15,Normal
Kabupaten/Kota_1562,Sulawesi Selatan,2021,196543140.0,17.7,8.31,72.55,72.2,8.82,20.14,82.43,85.47,Normal
Kabupaten/Kota_1563,Kalimantan Timur,2024,243239267.0,5.37,2.61,62.36,74.7,7.88,44.84,35.08,43.51,Normal
Kabupaten/Kota_1564,Jawa Tengah,2020,135217463.0,22.94,14.76,60.61,61.53,8.51,41.2,44.58,41.12,Normal
Kabupaten/Kota_1565,Jawa Tengah,2020,127756963.0,14.61,8.78,60.56,66.14,12.24,29.42,39.06,48.87,Normal
Kabupaten/Kota_1566,Sumatera Barat,2021,136368941.0,5.66,4.28,84.39,60.76,7.3,52.6,94.4,45.77,Normal
Kabupaten/Kota_1567,Jawa Barat,2022,198058735.0,19.42,2.3,75.74,77.09,6.7,45.8,52.41,75.79,Normal
Kabupaten/Kota_1568,Sulawesi Selatan,2024,185532854.0,11.19,10.68,60.91,69.57,13.82,52.49,64.57,51.65,Normal
Kabupaten/Kota_1569,Banten,2024,147035103.0,12.94,1.26,73.48,62.99,8.08,49.08,63.27,61.4,Normal
Kabupaten/Kota_1570,Jawa Tengah,2022,40499681.0,9.21,,60.99,72.86,7.25,26.06,82.03,50.23,Missing Value
Kabupaten/Kota_1571,Kalimantan Timur,2021,217956887.0,5.34,4.94,68.0,66.39,11.59,21.6,39.61,95.96,Normal
Kabupaten/Kota_1572,Banten,2024,36655634.0,14.58,9.32,61.36,70.3,12.95,49.32,55.25,47.9,Normal
Kabupaten/Kota_1573,DKI Jakarta,2020,210996046.0,3.62,9.42,68.71,61.9,9.84,46.63,96.72,82.05,Normal
Kabupaten/Kota_1574,Jawa Timur,2020,116285997.0,17.58,12.3,69.92,66.96,8.71,81.89,53.37,47.8,Normal
Kabupaten/Kota_1575,Papua,2023,151196918.0,22.9,4.87,60.48,73.21,8.56,61.19,70.66,62.5,Normal
Kabupaten/Kota_1576,Kalimantan Timur,2021,25256675.0,14.33,8.46,76.23,68.59,12.94,39.55,56.21,98.75,Normal
Kabupaten/Kota_1577,Jawa Tengah,2021,127684592.0,14.98,9.56,84.4,68.31,6.08,91.47,65.6,87.13,Normal
Kabupaten/Kota_1578,Jawa Timur,2020,142170752.0,7.65,11.33,56.12,77.75,10.13,49.1,67.78,57.37,Normal
Kabupaten/Kota_1579,Jawa Timur,2020,22198739.0,22.09,1.52,65.33,71.46,11.21,20.79,71.61,63.36,Normal
Kabupaten/Kota_1580,Jawa Barat,2023,152708970.0,4.63,12.94,68.64,72.85,11.89,90.8,62.23,67.94,Normal
Kabupaten/Kota_1581,Banten,2021,39316432.0,4.15,8.36,61.53,72.89,12.96,39.89,59.24,75.48,Normal
Kabupaten/Kota_1582,Sulawesi Selatan,2024,85046434.0,20.96,9.55,70.01,70.31,9.6,80.26,71.94,46.2,Normal
Kabupaten/Kota_1583,Sulawesi Selatan,2020,135771012.0,13.13,3.65,62.13,72.74,12.43,96.49,58.16,90.19,Normal
Kabupaten/Kota_1584,Jawa Timur,2020,157738576.0,18.65,8.51,81.65,64.1,8.4,23.05,88.01,97.87,Normal
Kabupaten/Kota_1585,Papua,2021,158827102.0,6.81,11.01,69.57,68.11,11.54,27.4,,65.56,Missing Value
Kabupaten/Kota_1586,Kalimantan Timur,2024,230876790.0,5.39,13.25,66.31,71.63,5.11,31.13,43.97,98.86,Normal
Kabupaten/Kota_1587,Sumatera Barat,2020,19448202.0,24.79,3.86,55.63,77.89,8.59,93.32,87.61,69.7,Normal
Kabupaten/Kota_1588,Jawa Barat,2022,122324884.0,6.31,6.92,67.77,68.57,9.07,73.18,42.17,73.82,Normal
Kabupaten/Kota_1589,Sumatera Utara,2023,80005977.0,6.73,11.88,58.85,74.52,9.87,63.19,32.52,42.53,Normal
Kabupaten/Kota_1590,Papua,2023,122537536.0,18.23,5.65,74.35,74.32,8.27,34.12,44.34,89.52,Normal
Kabupaten/Kota_1591,Kalimantan Timur,2022,173044091.0,5.52,11.67,78.1,75.11,13.56,53.23,90.41,73.2,Normal
Kabupaten/Kota_1592,Jawa Barat,2022,,9.85,9.64,82.71,65.78,6.02,28.83,57.7,58.03,Missing Value
Kabupaten/Kota_1593,Sumatera Utara,2020,48544455.0,9.93,2.23,57.88,60.55,12.93,80.3,56.65,59.76,Normal
Kabupaten/Kota_1594,DKI Jakarta,2023,68852277.0,2.39,9.0,55.14,69.53,7.98,78.48,36.02,52.48,Normal
Kabupaten/Kota_1595,Jawa Barat,2020,202349163.0,9.82,5.51,57.63,63.54,13.83,85.63,34.59,55.21,Normal
Kabupaten/Kota_1596,DKI Jakarta,2021,145266670.0,6.03,9.23,80.9,67.84,6.91,42.05,97.06,48.64,Normal
Kabupaten/Kota_1597,Sumatera Utara,2024,212620445.0,20.59,9.47,64.76,77.97,7.44,33.34,45.5,40.95,Normal
Kabupaten/Kota_1598,Jawa Timur,2020,194209046.0,17.98,10.03,73.09,65.21,9.0,37.02,96.18,72.32,Normal
Kabupaten/Kota_1599,Banten,2024,181684427.0,15.75,9.6,59.77,68.05,13.88,23.3,44.6,82.25,Normal
Kabupaten/Kota_1600,DKI Jakarta,2024,35475856.0,20.77,11.61,55.5,75.27,5.85,38.79,34.01,76.86,Normal
Kabupaten/Kota_1601,Jawa Timur,2022,204332950.0,7.93,6.56,82.56,72.58,9.41,33.41,93.85,47.63,Normal
Kabupaten/Kota_1602,Jawa Barat,2024,234384303.0,10.25,14.19,74.17,62.9,11.98,38.06,60.32,71.71,Normal
Kabupaten/Kota_1603,Jawa Tengah,2020,244328120.0,22.41,4.71,64.17,60.68,10.73,38.67,95.9,51.12,Normal
Kabupaten/Kota_1604,Jawa Barat,2020,168889101.0,4.87,5.42,64.7,60.16,7.64,78.68,75.85,91.9,Normal
Kabupaten/Kota_1605,Jawa Tengah,2020,132209771.0,10.12,6.76,81.6,63.0,6.17,84.5,65.45,78.61,Normal
Kabupaten/Kota_1606,Kalimantan Timur,2020,183933167.0,8.7,11.21,65.04,77.79,12.25,72.96,30.18,81.39,Normal
Kabupaten/Kota_1607,Jawa Barat,2020,139172278.0,14.68,11.28,84.17,73.42,9.32,48.38,57.08,83.78,Normal
Kabupaten/Kota_1608,Sumatera Barat,2021,238839954.0,4.72,6.49,59.44,67.87,8.46,65.87,60.35,63.69,Normal
Kabupaten/Kota_1609,Sumatera Barat,2023,193108968.0,4.41,1.53,70.76,62.07,8.51,57.73,81.68,59.46,Normal
Kabupaten/Kota_1610,Sumatera Barat,2024,29608815.0,11.25,9.38,74.92,67.3,6.93,78.7,81.74,70.76,Normal
Kabupaten/Kota_1611,Jawa Tengah,2022,85319290.0,21.12,9.4,78.86,63.87,7.11,65.62,54.6,75.5,Normal
Kabupaten/Kota_1612,DKI Jakarta,2020,124404804.0,18.12,7.74,78.48,73.89,8.96,86.15,36.31,49.42,Normal
Kabupaten/Kota_1613,Jawa Barat,2022,166443839.0,7.81,10.99,69.48,74.1,12.67,49.15,44.2,60.91,Normal
Kabupaten/Kota_1614,Papua,2020,55768470.0,13.8,9.5,82.83,62.53,11.2,28.34,66.5,52.04,Normal
Kabupaten/Kota_1615,Papua,2023,92856024.0,19.18,8.8,80.92,67.89,11.17,47.94,75.7,88.52,Normal
Kabupaten/Kota_1616,Banten,2023,37935599.0,6.4,13.89,75.53,69.86,10.06,60.41,67.92,97.29,Normal
Kabupaten/Kota_1617,DKI Jakarta,2024,210648972.0,9.3,13.9,74.1,61.89,9.75,62.1,90.89,49.07,Normal
Kabupaten/Kota_1618,Sumatera Utara,2024,151325326.0,23.98,3.76,65.49,74.59,6.8,92.81,46.02,98.25,Normal
Kabupaten/Kota_1619,Papua,2020,243293768.0,18.22,2.42,64.75,67.25,9.4,81.64,69.75,52.71,Normal
Kabupaten/Kota_1620,Papua,2020,168213724.0,7.28,10.66,55.3,72.26,9.2,50.43,40.0,81.05,Normal
Kabupaten/Kota_1621,Sulawesi Selatan,2022,55289900.0,19.95,11.32,82.98,63.5,5.05,72.5,82.07,91.29,Normal
Kabupaten/Kota_1622,Sumatera Barat,2020,58921239.0,14.62,8.38,,66.81,5.54,22.14,61.8,58.94,Missing Value
Kabupaten/Kota_1623,Jawa Barat,2022,94093231.0,11.23,6.59,58.22,77.16,13.2,38.34,52.55,45.23,Normal
Kabupaten/Kota_1624,Papua,2021,96699047.0,7.68,6.69,80.74,66.02,9.52,73.26,43.26,61.23,Normal
Kabupaten/Kota_1625,Sulawesi Selatan,2024,135698148.0,23.79,14.25,79.0,69.65,7.9,49.02,35.51,58.59,Normal
Kabupaten/Kota_1626,Jawa Tengah,2020,233462737.0,22.35,1.07,64.35,76.43,13.57,62.61,90.16,99.9,Normal
Kabupaten/Kota_1627,Papua,2021,230534053.0,5.96,3.14,72.9,64.47,8.68,80.56,94.43,74.22,Normal
Kabupaten/Kota_1628,Sulawesi Selatan,2021,131477325.0,18.14,1.97,56.73,68.05,11.03,95.66,95.65,49.24,Normal
Kabupaten/Kota_1629,Kalimantan Timur,2021,69150446.0,2.4,13.02,67.1,75.91,9.35,95.34,84.5,59.93,Normal
Kabupaten/Kota_1630,Papua,2023,219307825.0,21.54,2.41,68.02,64.73,8.2,22.79,53.4,53.43,Normal
Kabupaten/Kota_1631,Kalimantan Timur,2024,106900736.0,15.5,4.43,59.09,75.92,10.35,24.08,30.01,72.25,Normal
Kabupaten/Kota_1632,Jawa Barat,2021,236594426.0,15.45,11.96,83.52,72.09,13.1,50.46,90.67,99.55,Normal
Kabupaten/Kota_1633,Jawa Tengah,2020,145913274.0,13.98,8.21,80.35,74.21,10.71,77.22,56.64,83.58,Normal
Kabupaten/Kota_1634,Papua,2023,131692161.0,19.71,3.13,56.27,62.83,9.58,87.39,86.79,98.63,Normal
Kabupaten/Kota_1635,Sumatera Utara,2023,62298337.0,18.39,1.38,77.14,73.28,6.06,58.09,30.64,44.36,Normal
Kabupaten/Kota_1636,Sulawesi Selatan,2024,119666584.0,23.07,2.33,77.17,64.34,9.29,64.15,59.82,88.96,Normal
Kabupaten/Kota_1637,Sulawesi Selatan,2020,114922548.0,24.61,12.47,62.14,76.2,6.05,56.89,61.54,74.01,Normal
Kabupaten/Kota_1638,Jawa Tengah,2020,207940455.0,8.09,7.24,71.07,73.63,8.21,91.49,43.61,70.67,Normal
Kabupaten/Kota_1639,Sumatera Utara,2020,144158663.0,15.95,2.83,56.55,69.4,12.55,80.36,50.3,53.75,Normal
Kabupaten/Kota_1640,DKI Jakarta,2021,238503599.0,18.51,3.98,73.34,61.31,5.44,57.07,34.58,77.61,Normal
Kabupaten/Kota_1641,Sumatera Barat,2023,239402178.0,13.4,5.85,71.73,67.62,10.58,86.92,39.73,91.22,Normal
Kabupaten/Kota_1642,Sulawesi Selatan,2022,186435814.0,14.04,,57.55,66.69,8.69,48.2,66.42,97.59,Missing Value
Kabupaten/Kota_1643,Sulawesi Selatan,2024,157457458.0,13.51,12.48,66.45,61.89,6.68,32.62,77.13,81.88,Normal
Kabupaten/Kota_1644,DKI Jakarta,2023,205477702.0,15.95,4.8,60.52,68.72,13.88,41.36,90.1,44.63,Normal
Kabupaten/Kota_1645,Banten,2024,121532912.0,15.97,4.32,71.76,63.63,7.71,70.34,62.05,87.91,Normal
Kabupaten/Kota_1646,Sumatera Barat,2023,118642577.0,17.63,12.1,61.67,74.92,9.24,53.25,46.34,61.05,Normal
Kabupaten/Kota_1647,Sumatera Utara,2022,91543271.0,6.2,5.44,84.29,60.03,9.64,24.22,39.15,54.5,Normal
Kabupaten/Kota_1648,Sulawesi Selatan,2021,49543296.0,21.33,12.07,74.38,62.27,5.89,74.64,43.89,74.83,Normal
Kabupaten/Kota_1649,Sumatera Utara,2024,21918831.0,12.2,5.1,62.41,64.24,10.5,94.97,67.13,41.01,Normal
Kabupaten/Kota_1650,Sumatera Utara,2022,126764956.0,2.6,13.69,66.87,75.17,12.41,48.97,90.85,99.91,Normal
Kabupaten/Kota_1651,DKI Jakarta,2023,157859952.0,19.07,8.56,70.14,60.83,9.53,85.3,98.43,52.92,Normal
Kabupaten/Kota_1652,Banten,2022,68546526.0,13.78,6.64,58.03,70.4,7.31,95.0,78.2,89.1,Normal
Kabupaten/Kota_1653,Papua,2021,210202182.0,4.89,14.42,81.29,67.68,12.55,27.95,51.83,54.97,Normal
Kabupaten/Kota_1654,Sulawesi Selatan,2021,199446139.0,3.6,7.72,82.93,64.32,12.76,71.98,53.51,51.82,Normal
Kabupaten/Kota_1655,Jawa Barat,2021,,21.49,3.9,65.0,68.15,12.46,23.61,88.55,41.17,Missing Value
Kabupaten/Kota_1656,Sumatera Barat,2023,72398046.0,14.89,6.89,68.61,77.51,5.16,21.29,94.18,42.22,Normal
Kabupaten/Kota_1657,Jawa Barat,2022,241382256.0,4.58,8.77,65.95,77.69,5.63,82.76,61.81,67.18,Normal
Kabupaten/Kota_1658,Jawa Barat,2024,95729174.0,22.47,12.88,63.49,76.09,12.55,79.68,43.27,45.94,Normal
Kabupaten/Kota_1659,Kalimantan Timur,2022,143051030.0,10.59,8.85,78.17,76.48,5.75,52.11,37.58,60.58,Normal
Kabupaten/Kota_1660,DKI Jakarta,2022,71537466.0,15.51,9.89,83.03,67.62,13.01,90.27,93.09,72.04,Normal
Kabupaten/Kota_1661,Sumatera Barat,2024,197230695.0,7.48,6.93,68.24,68.97,7.67,93.12,79.13,94.94,Normal
